word_bw	word_ar	lemma_bw	lemma_ar	pos	stem_bw	stem_ar	gloss	root_bw	root_ar
Al>smr	الأسمر	>asomar	أَسْمَر	noun	>asomar	أَسْمَر	the+brown;tawny;tanned;brown-skinned;dark-complectioned	s.m.r	س.م.ر
hw	هو	huwa	هُوَ	pron	huwa	هُوَ	it;he	h	ه
<brAhym	إبراهيم	<iborAhiym	إِبْراهِيم	noun_prop	<iborAhiym	إِبْراهِيم	Ibrahim	NTWS	NTWS
ywsf	يوسف	yuwsif	يُوسِف	noun_prop	yuwsif	يُوسِف	Yousif;Yusif;Joseph	NTWS	NTWS
wlkn	ولكن	l`kin	لٰكِن	conj	l`kin	لٰكِن	and+however	l.k.n	ل.ك.ن
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
r>yY	رأيى	ra>oy	رَأْي	noun	ra>oy	رَأْي	opinion;view;idea+my	r.#.#	ر.#.#
>n	أن	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that	#.n.n	#.ن.ن
h*A	هذا	h`*A	هٰذا	pron_dem	h`*A	هٰذا	this	h	ه
AllAEb	اللاعب	lAEib	لاعِب	noun	lAEib	لاعِب	the+player;athlete+[def.acc.]	l.E.b	ل.ع.ب
ln	لن	lan	لَن	part_neg	lan	لَن	(will)_not	l.n	ل.ن
yfyd	يفيد	>afAd	أَفاد	verb	fiyd	فِيد	he;it+report;inform;provide	f.#.d	ف.#.د
AlzmAlk	الزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	the+Zamalek	z.m.l.k	ز.م.ل.ك
Hyv	حيث	Hayovu	حَيْثُ	conj	Hayovu	حَيْثُ	where;whereby;since;given_that	H.#.v	ح.#.ث
AlzmAlk	الزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	the+Zamalek	z.m.l.k	ز.م.ل.ك
Endh	عنده	Einod	عِنْد	noun	Einoda	عِنْدَ	with;at+it;him	E.n.d	ع.ن.د
t$kylp	تشكيلة	ta$okiylap	تَشْكِيلَة	noun	ta$okiyl	تَشْكِيل	vocalization_(short_vowels_and_diacritics)+[fem.sg.]	$.k.l	ش.ك.ل
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
AlmhAjmyn	المهاجمين	muhAjim	مُهاجِم	noun	muhAjim	مُهاجِم	the+assailant;attacker+[masc.pl.]	h.j.m	ه.ج.م
xTyrp	خطيرة	xaTiyr	خَطِير	adj	xaTiyr	خَطِير	serious;grave;dangerous;significant+[fem.sg.]	x.T.r	خ.ط.ر
jdA	جدا	jid~	جِدّ	noun	jid~	جِدّ	seriousness;earnestness+[acc.indef.]	j.d.d	ج.د.د
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
>Y	أى	>ay~	أَيّ	noun_quant	>ay~	أَيّ	any	#.#.#	#.#.#
fryq	فريق	fariyq	فَرِيق	noun	fariyq	فَرِيق	team;band+[def.gen.]	f.r.q	ف.ر.ق
>xr	أخر	|xar	آخَر	adj	|xar	آخَر	other;another;latest	#.x.r	#.خ.ر
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
AldwrY	الدورى	daworiy~	دَوْرِيّ	noun	daworiy~	دَوْرِيّ	the+league_(sports)	d.#.r	د.#.ر
AlmSrY	المصرى	miSoriy~	مِصْرِيّ	adj	miSoriy~	مِصْرِيّ	the+Egyptian	m.S.r	م.ص.ر
fmnhm	فمنهم	min	مِن	prep	min	مِن	and;so+from+them_[masc.pl.]	m.n	م.ن
jmAl	جمال	jamAl	جَمال	noun_prop	jamAl	جَمال	Jamal;Gamal	j.m.l	ج.م.ل
Hmzp	حمزة	Hamozap	حَمْزَة	noun_prop	Hamozap	حَمْزَة	Hamza	Hmzp	حمزة
wEbdAlHlym	وعبدالحليم	EabodAlHaliym	عَبْدالحَلِيم	noun_prop	EabodAlHaliym	عَبْدالحَلِيم	while+Abdel_Haleem	H.l.m	ح.ل.م
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
wywsf	ويوسف	yuwsif	يُوسِف	noun_prop	yuwsif	يُوسِف	and+Yousif;Yusif;Joseph	NTWS	NTWS
HmdY	حمدى	Hamodiy	حَمْدِي	noun_prop	Hamodiy	حَمْدِي	Hamdi	H.m.d	ح.م.د
wmEtz	ومعتز	muEotaz~	مُعْتَزّ	noun_prop	muEotaz~	مُعْتَزّ	and+Mu'tazz	E.z.z	ع.ز.ز
mSTfY	مصطفى	muSoTafaY	مُصْطَفَى	noun_prop	muSoTafaY	مُصْطَفَى	Mustafa;Moustapha	S.f.#	ص.ف.#
jEfr	جعفر	jaEofar	جَعْفَر	noun_prop	jaEofar	جَعْفَر	Jaafar	j.E.f.r	ج.ع.ف.ر
wEmrw	وعمرو	Eamorw	عَمْرو	noun_prop	Eamorw	عَمْرو	and+Amr	E.m.r	ع.م.ر
zkY	زكى	zakiy~	زَكِيّ	adj	zakiy~	زَكِيّ	pure;blameless	z.k.#	ز.ك.#
wjwnywr	وجونيور	juwniyuwr	جُونِيُور	noun_prop	juwniyuwr	جُونِيُور	while+Junior	NTWS	NTWS
whm	وهم	hum	هُم	pron	hum	هُم	and+they_[masc.pl]	h	ه
gyr	غير	gayor	غَيْر	noun	gayor	غَيْر	not;other+[def.gen.]	g.#.r	غ.#.ر
mHtAjyn	محتاجين	muHotAj	مُحْتاج	noun	muHotAj	مُحْتاج	in_need;wanting;requiring+two	H.#.j	ح.#.ج
<lY	إلى	<ilaY	إِلَى	prep	<ilaY	إِلَى	to;towards	#.l.#	#.ل.#
lAEb	لاعب	lAEib	لاعِب	noun	lAEib	لاعِب	player;athlete+[indef.gen.]	l.E.b	ل.ع.ب
>xr	أخر	|xar	آخَر	adj	|xar	آخَر	other;another;latest	#.x.r	#.خ.ر
w$krA	وشكرا	$ukor	شُكْر	noun	$ukor	شُكْر	and+thankfulness;thanks+[acc.indef.]	$.k.r	ش.ك.ر
wybdw	ويبدو	badA	بَدا	verb	boduw	بْدُو	and_+_he;it+appear;seem	b.d.#	ب.د.#
>n	أن	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that	#.n.n	#.ن.ن
Algndwr	الغندور	ganoduwr	غَنْدُور	noun_prop	ganoduwr	غَنْدُور	the+Ghandour	g.n.d.r	غ.ن.د.ر
wk*lk	وكذلك	*`lika	ذٰلِكَ	pron_dem	*`lika	ذٰلِكَ	and_+_like;such_as+that	*.#	ذ.#
>EDA'	أعضاء	EuDow	عُضْو	noun	>aEoDA'	أَعْضاء	organs+[def.gen.]	E.D.#	ع.ض.#
AtHAd	اتحاد	{it~iHAd	ٱِتِّحاد	noun	{it~iHAd	ٱِتِّحاد	union+[def.gen.]	#.H.d	#.ح.د
Alkrp	الكرة	kurap	كُرَة	noun	kur	كُر	the+globe;sphere;ball+[fem.sg.]	k.r.#	ك.ر.#
fhmwA	فهموا	fahim	فَهِم	verb	fahim	فَهِم	understand+they_<verb>	f.h.m	ف.ه.م
jwzyh	جوزيه	juwziyh	جُوزِيه	noun_prop	juwziyh	جُوزِيه	Jose	NTWS	NTWS
VENDITOZZI	VENDITOZZI	VENDITOZZI	VENDITOZZI	foreign	VENDITOZZI	VENDITOZZI	VENDITOZZI	FOREIGN	FOREIGN
Mattia	Mattia	Mattia	Mattia	foreign	Mattia	Mattia	Mattia	FOREIGN	FOREIGN
Il	Il	Il	Il	foreign	Il	Il	Il	FOREIGN	FOREIGN
Cairo	Cairo	Cairo	Cairo	foreign	Cairo	Cairo	Cairo	FOREIGN	FOREIGN
Egitto	Egitto	Egitto	Egitto	foreign	Egitto	Egitto	Egitto	FOREIGN	FOREIGN
26	26	26	26	digit	26	26	26	DIGIT	DIGIT
12	12	12	12	digit	12	12	12	DIGIT	DIGIT
88	88	88	88	digit	88	88	88	DIGIT	DIGIT
difensore	difensore	difensore	difensore	foreign	difensore	difensore	difensore	FOREIGN	FOREIGN
mmkn	ممكن	mumokin	مُمْكِن	adj	mumokin	مُمْكِن	possible+[indef.gen.]	m.k.n	م.ك.ن
Hd	حد	Had~	حَدّ	noun	Had~	حَدّ	stop;halt+[indef.gen.]	H.d.d	ح.د.د
y$wf	يشوف	$Af	شاف	verb	$uwf	شُوف	he;it+look	$.#.f	ش.#.ف
Ayh	ايه	<iyh	إِيه	abbrev	<iyh	إِيه	A.	NTWS	NTWS
AlmwDwE	الموضوع	mawoDuwE	مَوْضُوع	noun	mawoDuwE	مَوْضُوع	the+subject;theme;issue+[def.gen.]	#.D.E	#.ض.ع
AHmd	احمد	>aHomad	أَحْمَد	noun_prop	>aHomad	أَحْمَد	Ahmad	H.m.d	ح.م.د
EAdl	عادل	EAdil	عادِل	adj	EAdil	عادِل	fair;just;equitable+[indef.gen.]	E.d.l	ع.د.ل
AlmfrwD	المفروض	maforuwD	مَفْرُوض	adj	maforuwD	مَفْرُوض	the+imposed;prescribed+[def.gen.]	f.r.D	ف.ر.ض
hw	هو	huwa	هُوَ	pron	huwa	هُوَ	it;he	h	ه
wAmyr	وامير	>amiyr	أَمِير	noun	>amiyr	أَمِير	and+prince+[def.nom.]	#.m.r	#.م.ر
y$wfwA	يشوفوا	$Af	شاف	verb	$uwf	شُوف	they_(people)+look+[masc.pl.]	$.#.f	ش.#.ف
lhm	لهم	li	لِ	prep	lahum	لَهُم	to;for_+_them_[masc.pl.]_(they_have)	l	ل
fryq	فريق	fariyq	فَرِيق	noun	fariyq	فَرِيق	team;band+[def.gen.]	f.r.q	ف.ر.ق
gyr	غير	gayor	غَيْر	noun	gayor	غَيْر	not;other+[def.gen.]	g.#.r	غ.#.ر
AlAhlY	الاهلى	>aholiy~	أَهْلِيّ	noun_prop	>aholiy~	أَهْلِيّ	the+Ahly;Ahli	#.h.l	#.ه.ل
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
r>Y	رأى	rAwanod	راوَنْد	verb	ra>aY	رَأَى	see;think;believe+he;it_<verb>	r.#.#	ر.#.#
Almvl	المثل	maval	مَثَل	noun	maval	مَثَل	the+example;proverb+[def.nom.]	m.v.l	م.ث.ل
lA	لا	lA	لا	part_neg	lA	لا	no;not	l.#	ل.#
fhmtny	فهمتني	fahim	فَهِم	verb	fahim	فَهِم	understand+it;they;she_<verb>_me	f.h.m	ف.ه.م
glT	غلط	galaT	غَلَط	noun	galaT	غَلَط	error;blunder	g.l.T	غ.ل.ط
AnA	انا	>anA	أَنا	pron	>anA	أَنا	I	#.n	#.ن
EArf	عارف	EArif	عارِف	noun_prop	EArif	عارِف	Arif;Aref	E.r.f	ع.ر.ف
Ank	انك	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that+you_[masc.sg.]	#.n.n	#.ن.ن
ktbt	كتبت	katab	كَتَب	verb	katab	كَتَب	write+it;they;she_<verb>	k.t.b	ك.ت.ب
Anh	انه	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that+it;he	#.n.n	#.ن.ن
lm	لم	lam	لَم	part_neg	lam	لَم	not	l.m	ل.م
ywqE	يوقع	>awoqaE	أَوْقَع	verb	wqiE	وقِع	he;it+inflict;bring_about	#.q.E	#.ق.ع
AnA	انا	>anA	أَنا	pron	>anA	أَنا	I	#.n	#.ن
qSdy	قصدي	qaSod	قَصْد	noun	qaSod	قَصْد	intent;purpose;goal+my	q.S.d	ق.ص.د
ElyA	عليا	>aEolaY	أَعْلَى	adj	EuloyA	عُلْيا	supreme;high;highest	E.l.#	ع.ل.#
AnA	انا	>anA	أَنا	pron	>anA	أَنا	I	#.n	#.ن
m$	مش	ma$~	مَشّ	noun	ma$~	مَشّ	maceration;soaking	m.$.$	م.ش.ش
Ant	انت	>anota	أَنْتَ	pron	>anota	أَنْتَ	you_[masc.sg.]	#.n	#.ن
AnA	انا	>anA	أَنا	pron	>anA	أَنا	I	#.n	#.ن
bqwlhA	بقولها	qawol	قَوْل	noun	qawol	قَوْل	by;with+statement;remark+its;their;her	q.#.l	ق.#.ل
lsxryp	لسخرية	suxoriy~ap	سُخْرِيَّة	noun	suxoriy~	سُخْرِيّ	for;to+sarcasm;ridicule+[fem.sg.]	s.x.r	س.خ.ر
Almwqf	الموقف	mawoqif	مَوْقِف	noun	mawoqif	مَوْقِف	the+position+[def.gen.]	#.q.f	#.ق.ف
yA	يا	yA	يا	part_voc	yA	يا	oh;you	#.#	#.#
bA$A	باشا	bA$A	باشا	noun	bA$A	باشا	pasha	NTWS	NTWS
bAltwfyq	بالتوفيق	tawofiyq	تَوْفِيق	noun	tawofiyq	تَوْفِيق	with;by_+_the+success;successful_outcome;conformation	#.f.q	#.ف.ق
lEmr	لعمر	Eumar	عُمَر	noun_prop	Eumar	عُمَر	for;to+Omar;Umar	E.m.r	ع.م.ر
bs	بس	bas~	بَسّ	verb	bas~	بَسّ	crush;pulverize+he;it_<verb>	b.s.s	ب.س.س
ykwn	يكون	kAn	كان	verb	kuwn	كُون	he;it+is;are	k.#.n	ك.#.ن
AlklAm	الكلام	kalAm	كَلام	noun	kalAm	كَلام	the+speech;statement;remark;talk;saying+[def.gen.]	k.l.m	ك.ل.م
SH	صح	SaH~	صَحّ	verb	SaH~	صَحّ	be_correct;be_true+he;it_<verb>	S.H.H	ص.ح.ح
yA	يا	yA	يا	part_voc	yA	يا	oh;you	#.#	#.#
jmAEp	جماعة	jamAEap	جَماعَة	noun	jamAE	جَماع	party;group;squad+[fem.sg.]	j.m.E	ج.م.ع
blA$	بلاش	bilA$	بِلاش	adj	bilA$	بِلاش	never_mind;forget_about	NTWS	NTWS
nxATr	نخاطر	xATar	خاطَر	verb	xATir	خاطِر	we+risk;hazard;wager	x.T.r	خ.ط.ر
mrp	مرة	mar~ap	مَرَّة	noun	mar~	مَرّ	once;one_time+[fem.sg.]	m.r.r	م.ر.ر
tAnyp	تانية	ta>an~iy	تَأَنِّي	noun	ta>an~iy	تَأَنِّي	circumspection;prudence+its;his	#.n.#	#.ن.#
wnn$r	وننشر	na$ar	نَشَر	verb	no$ur	نْشُر	[part.]_+_we+publish;announce;spread	n.$.r	ن.ش.ر
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
AlmlA	الملا	mul~A	مُلّا	noun_prop	mul~A	مُلّا	the+Mulla	NTWS	NTWS
Swr	صور	Suwr	صُور	noun_prop	Suwr	صُور	Tyre	S.#.r	ص.#.ر
lAEDA'	لاعضاء	EuDow	عُضْو	noun	>aEoDA'	أَعْضاء	for;to+organs+[def.gen.]	E.D.#	ع.ض.#
wm$rfyn	ومشرفين	mu$orif	مُشْرِف	noun	mu$orif	مُشْرِف	while+supervisor;director+two	$.r.f	ش.ر.ف
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
AlmntdY	المنتدى	munotadaY	مُنْتَدَى	noun	munotadaY	مُنْتَدَى	the+assembly_room;gathering_place	n.d.#	ن.د.#
lAnhm	لانهم	>an~a	أَنَّ	conj_sub	li>an~a	لِأَنَّ	because+they_[masc.pl.]	#.n.n	#.ن.ن
bSrAHp	بصراحة	SarAHap	صَراحَة	noun	SarAH	صَراح	by;with+sincerity;candor;frankness+[fem.sg.]	S.r.H	ص.ر.ح
mmkn	ممكن	mumokin	مُمْكِن	adj	mumokin	مُمْكِن	possible+[indef.gen.]	m.k.n	م.ك.ن
bAlTryqp	بالطريقة	Tariyqap	طَرِيقَة	noun	Tariyq	طَرِيق	with;by_+_the+method;procedure+[fem.sg.]	T.r.q	ط.ر.ق
dy	دي	diy	دِي	noun_prop	diy	دِي	De	NTWS	NTWS
ykwnwA	يكونوا	kAn	كان	verb	kuwn	كُون	they_(people)+is;are+[masc.pl.]	k.#.n	ك.#.ن
Syd	صيد	Sayod	صَيْد	noun	Sayod	صَيْد	hunting;fishing;trapping+[indef.gen.]	S.#.d	ص.#.د
shl	سهل	sahol	سَهْل	noun	sahol	سَهْل	easy;simple+[def.gen.]	s.h.l	س.ه.ل
llmbAHv	للمباحث	maboHav	مَبْحَث	noun	mabAHiv	مَباحِث	to;for_+_the+research;investigations	b.H.v	ب.ح.ث
lw	لو	law	لَو	conj	law	لَو	if	l.#	ل.#
kAnt	كانت	kAn	كان	verb	kAn	كان	was;were+it;they;she_<verb>	k.#.n	ك.#.ن
HATp	حاطة	HAT	حاط	verb	HAT	حاط	guard;protect;encircle+he;it_<verb>_it;him	H.#.T	ح.#.ط
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
mxhA	مخها	mux~	مُخّ	noun	mux~	مُخّ	brain+its;their;her	m.x.x	م.خ.خ
tqf$	تقفش	qafa$	قَفَش	verb	qofu$	قْفُش	you_[masc.sg.]+collect;catch	q.f.$	ق.ف.ش
h*A	هذا	h`*A	هٰذا	pron_dem	h`*A	هٰذا	this	h	ه
Aw	او	>aw	أَو	conj	>aw	أَو	or	#.#.n	#.#.ن
*Ak	ذاك	*Aka	ذاكَ	pron_dem	*Aka	ذاكَ	that	*.#	ذ.#
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
AlAEDA'	الاعضاء	EuDow	عُضْو	noun	>aEoDA'	أَعْضاء	the+organs+[def.gen.]	E.D.#	ع.ض.#
rAy	راي	ra>oy	رَأْي	noun	ra>oy	رَأْي	opinion;view;idea+[def.acc.]	r.#.#	ر.#.#
Hr	حر	Hur~	حُرّ	adj	Hur~	حُرّ	free;independent+[indef.nom.]	H.r.r	ح.ر.ر
hnA	هنا	hunA	هُنا	adv	hunA	هُنا	here	h.n.#	ه.ن.#
Aw	او	>aw	أَو	conj	>aw	أَو	or	#.#.n	#.#.ن
klmp	كلمة	kalimap	كَلِمَة	noun	kalim	كَلِم	word;remark;speech+[fem.sg.]	k.l.m	ك.ل.م
jry}p	جريئة	jariy'	جَرِيء	noun	jariy}	جَرِيئ	bold;courageous+[fem.sg.]	j.r.#	ج.ر.#
hnAk	هناك	hunAka	هُناكَ	adv	hunAka	هُناكَ	there;there_(is;are)	h.n.#	ه.ن.#
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
lHZp	لحظة	laHoZap	لَحْظَة	noun	laHoZ	لَحْظ	moment;instant+[fem.sg.]	l.H.Z	ل.ح.ظ
Sdq	صدق	Sad~aq	صَدَّق	verb	Sad~aq	صَدَّق	believe;give_credence_to;confirm+he;it_<verb>	S.d.q	ص.د.ق
why	وهي	hiya	هِيَ	pron	hiya	هِيَ	and+it;they;she	h	ه
dy	دي	diy	دِي	noun_prop	diy	دِي	De	NTWS	NTWS
AllHZp	اللحظة	laHoZap	لَحْظَة	noun	laHoZ	لَحْظ	the+moment;instant+[fem.sg.]	l.H.Z	ل.ح.ظ
Ally	اللي	lay~	لَيّ	noun	lay~	لَيّ	the+distortion;contortion	l.#.#	ل.#.#
mA	ما	mA	ما	pron_rel	mA	ما	what	m.#	م.#
Ay	اي	>ay~	أَيّ	noun_quant	>ay~	أَيّ	any	#.#.#	#.#.#
slTp	سلطة	suloTap	سُلْطَة	noun	suloT	سُلْط	power;authority;rule+[fem.sg.]	s.l.T	س.ل.ط
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
Ay	اي	>ay~	أَيّ	noun_quant	>ay~	أَيّ	any	#.#.#	#.#.#
bld	بلد	balad	بَلَد	noun	balad	بَلَد	country+[indef.gen.]	b.l.d	ب.ل.د
bqy	بقي	baqiy	بَقِي	verb	baqiy	بَقِي	remain;last+he;it_<verb>	b.q.#	ب.ق.#
klkm	كلكم	lakom	لَكْم	noun	lakom	لَكْم	like;such_as+punching	l.k.m	ل.ك.م
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
bwks	بوكس	buwkos	بُوكْس	noun	buwkos	بُوكْس	boxing	NTWS	NTWS
wAHd	واحد	wAHid	واحِد	noun	wAHid	واحِد	one+[indef.gen.]	#.H.d	#.ح.د
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
AlAstAd	الاستاد	<isotAd	إِسْتاد	noun	<isotAd	إِسْتاد	the+stadium	NTWS	NTWS
Aw	او	>aw	أَو	conj	>aw	أَو	or	#.#.n	#.#.ن
Ay	اي	>ay~	أَيّ	noun_quant	>ay~	أَيّ	any	#.#.#	#.#.#
mkAn	مكان	makAn	مَكان	noun	makAn	مَكان	place;location;position+[indef.gen.]	k.#.n	ك.#.ن
llnAr	للنار	nAr	نار	noun	nAr	نار	to;for_+_the+fire+[def.gen.]	n.#.r	ن.#.ر
zy	زي	ziy~	زِيّ	noun	ziy~	زِيّ	uniform;clothing+[indef.gen.]	z.#.#	ز.#.#
mA	ما	mA	ما	pron_rel	mA	ما	what	m.#	م.#
kl	كل	kul~	كُلّ	noun	kul~	كُلّ	every;all+[def.gen.]	k.l.l	ك.ل.ل
ywm	يوم	yawom	يَوْم	noun	yawom	يَوْم	day+[def.acc.]	#.#.m	#.#.م
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
Zl	ظل	Zil~	ظِلّ	noun	Zil~	ظِلّ	patronage;shelter+[def.gen.]	Z.l.l	ظ.ل.ل
qAnwn	قانون	qAnuwn	قانُون	noun	qAnuwn	قانُون	law;statutes;regulations+[def.gen.]	q.n.n	ق.ن.ن
AlTwAr}	الطوارئ	TAri}ap	طارِئَة	noun	TawAri}	طَوارِئ	the+emergency+[def.gen.]	T.r.#	ط.ر.#
blA$	بلاش	bilA$	بِلاش	adj	bilA$	بِلاش	never_mind;forget_about	NTWS	NTWS
njAzf	نجازف	jAzaf	جازَف	verb	jAzif	جازِف	we+act_randomly;speculate	j.z.f	ج.ز.ف
wxllynA	وخللينا	xalal	خَلَل	noun	xalal	خَلَل	while+fault;malfunction;gap+our_two	x.l.l	خ.ل.ل
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
AHsn	احسن	>aHosan	أَحْسَن	noun	>aHosan	أَحْسَن	better;best+[def.nom.]	H.s.n	ح.س.ن
wblA$	وبلاش	bilA$	بِلاش	adj	bilA$	بِلاش	while+never_mind;forget_about	NTWS	NTWS
qwy	قوي	qawiy~	قَوِيّ	adj	qawiy~	قَوِيّ	strong;powerful+[indef.gen.]	q.#.#	ق.#.#
bSwrnA	بصورنا	Suwrap	صُورَة	noun	Suwar	صُوَر	by;with+pictures;photographs;illustrations;photos+our	S.#.r	ص.#.ر
lAn	لان	>an~a	أَنَّ	conj_sub	li>an~a	لِأَنَّ	because	#.n.n	#.ن.ن
AlmntdyAt	المنتديات	munotadaY	مُنْتَدَى	noun	munotaday	مُنْتَدَي	the+assembly_rooms;gathering_places+[fem.pl.]	n.d.#	ن.د.#
mmkn	ممكن	mumokin	مُمْكِن	adj	mumokin	مُمْكِن	possible+[indef.gen.]	m.k.n	م.ك.ن
tkwn	تكون	kAn	كان	verb	kuwn	كُون	it;they;she+is;are	k.#.n	ك.#.ن
tHt	تحت	taHota	تَحْتَ	noun	taHota	تَحْتَ	under	t.H.t	ت.ح.ت
AlrqAbp	الرقابة	raqAbap	رَقابَة	noun	raqAb	رَقاب	the+censorship;surveillance+[fem.sg.]	r.q.b	ر.ق.ب
Alm$ddp	المشددة	mu$ad~ad	مُشَدَّد	adj	mu$ad~ad	مُشَدَّد	the+intense+[fem.sg.]	$.d.d	ش.د.د
wmA	وما	mA	ما	pron_rel	mA	ما	and+what	m.#	م.#
EArf	عارف	EArif	عارِف	noun_prop	EArif	عارِف	Arif;Aref	E.r.f	ع.ر.ف
rAyy	رايي	ra>oy	رَأْي	noun	ra>oy	رَأْي	opinion;view;idea+my	r.#.#	ر.#.#
wqlth	وقلته	qAl	قال	verb	qul	قُل	while+said+you_[masc.sg.]_<verb>_it;him	q.#.l	ق.#.ل
wrbnA	وربنا	rab~	رَبّ	noun	rab~	رَبّ	while+lord;master+our	r.b.b	ر.ب.ب
ystr	يستر	satar	سَتَر	verb	sotur	سْتُر	he;it+cover;hide	s.t.r	س.ت.ر
Hd	حد	Had~	حَدّ	noun	Had~	حَدّ	stop;halt+[indef.gen.]	H.d.d	ح.د.د
yrfE	يرفع	rafaE	رَفَع	verb	rofaE	رْفَع	he;it+lift;raise;increase	r.f.E	ر.ف.ع
hdf	هدف	hadaf	هَدَف	noun	hadaf	هَدَف	goal;objective;intention+[def.acc.]	h.d.f	ه.د.ف
dwm	دوم	dawom	دَوْم	noun	dawom	دَوْم	continuance;permanence	d.#.m	د.#.م
yA	يا	yA	يا	part_voc	yA	يا	oh;you	#.#	#.#
jmAEp	جماعة	jamAEap	جَماعَة	noun	jamAE	جَماع	party;group;squad+[fem.sg.]	j.m.E	ج.م.ع
hw	هو	huwa	هُوَ	pron	huwa	هُوَ	it;he	h	ه
HSl	حصل	HaSal	حَصَل	verb	HaSal	حَصَل	obtain;acquire;get+he;it_<verb>	H.S.l	ح.ص.ل
xlAf	خلاف	xilAf	خِلاف	noun	xilAf	خِلاف	dispute;controversy;conflict+[indef.gen.]	x.l.f	خ.ل.ف
byn	بين	bay~in	بَيِّن	noun	bay~in	بَيِّن	clear;evident;explicit+[def.acc.]	b.#.n	ب.#.ن
$Ady	شادي	$Adiy	شادِي	noun_prop	$Adiy	شادِي	Shadi	$.d.#	ش.د.#
wHsn	وحسن	Hasan	حَسَن	noun_prop	Hasan	حَسَن	and+Hassan	H.s.n	ح.س.ن
Ely	علي	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
Al$Arp	الشارة	$Arap	شارَة	noun	$Ar	شار	the+badge;insignia;emblem+[fem.sg.]	$.#.r	ش.#.ر
wlA	ولا	lA	لا	part_neg	lA	لا	and+no;not	l.#	ل.#
klAm	كلام	kalAm	كَلام	noun	kalAm	كَلام	speech;statement;remark;talk;saying+[def.nom.]	k.l.m	ك.ل.م
hjS	هجص	hajaS	هَجَص	noun	hajaS	هَجَص	mischief;horseplay;nuisance	h.j.S	ه.ج.ص
rbnA	ربنا	rab~	رَبّ	noun	rab~	رَبّ	lord;master+our	r.b.b	ر.ب.ب
ywfqk	يوفقك	waf~aq	وَفَّق	verb	waf~iq	وَفِّق	he;it+grant_success+you	#.f.q	#.ف.ق
>n	أن	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that	#.n.n	#.ن.ن
$A'	شاء	$A'	شاء	verb	$A'	شاء	want;desire;wish+he;it_<verb>	$.#.#	ش.#.#
Allh	الله	All~ah	اللَّه	noun_prop	All~`h	اللّٰه	Allah;God	#.l.h	#.ل.ه
wlw	ولو	law	لَو	conj	law	لَو	and+if	l.#	ل.#
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
xyr	خير	xayor	خَيْر	noun	xayor	خَيْر	better;best+[indef.gen.]	x.#.r	خ.#.ر
rbnA	ربنا	rab~	رَبّ	noun	rab~	رَبّ	lord;master+our	r.b.b	ر.ب.ب
fyh	فيه	fiy	فِي	prep	fiy	فِي	in+it;him	f.#	ف.#
An	ان	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that	#.n.n	#.ن.ن
$A'	شاء	$A'	شاء	verb	$A'	شاء	want;desire;wish+he;it_<verb>	$.#.#	ش.#.#
Allh	الله	All~ah	اللَّه	noun_prop	All~`h	اللّٰه	Allah;God	#.l.h	#.ل.ه
mmkn	ممكن	mumokin	مُمْكِن	adj	mumokin	مُمْكِن	possible+[indef.gen.]	m.k.n	م.ك.ن
ykwn	يكون	kAn	كان	verb	kuwn	كُون	he;it+is;are	k.#.n	ك.#.ن
klAmk	كلامك	kalAm	كَلام	noun	kalAm	كَلام	speech;statement;remark;talk;saying+your	k.l.m	ك.ل.م
SH	صح	SaH~	صَحّ	verb	SaH~	صَحّ	be_correct;be_true+he;it_<verb>	S.H.H	ص.ح.ح
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
